time,latitude,longitude,depth,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magNst,status,locationSource,magSource
,-18.09198,-79.74847,,,,,,,,,,,,,,,,,
,-18.03731,-79.77002,,,,,,,,,,,,,,,,,
,-18.03462,-79.76868,,,,,,,,,,,,,,,,,
,-18.0334,-79.76823,,,,,,,,,,,,,,,,,
,-17.8895,-79.72496,,,,,,,,,,,,,,,,,
,-17.86729,-79.7419,,,,,,,,,,,,,,,,,
,-17.92422,-79.694,,,,,,,,,,,,,,,,,
,-17.93078,-79.71039,,,,,,,,,,,,,,,,,
,-17.92209,-79.71347,,,,,,,,,,,,,,,,,
,-18.14624,-79.65353,,,,,,,,,,,,,,,,,
,-18.14657,-79.65591,,,,,,,,,,,,,,,,,
,-18.14801,-79.65725,,,,,,,,,,,,,,,,,
,-18.14863,-79.65925,,,,,,,,,,,,,,,,,
,-18.09553,-79.77093,,,,,,,,,,,,,,,,,
,-18.3266,-80.30936,,,,,,,,,,,,,,,,,
,-18.45892,-79.82807,,,,,,,,,,,,,,,,,
,-18.6187,-78.84006,,,,,,,,,,,,,,,,,
,-18.40429,-79.0332,,,,,,,,,,,,,,,,,
,-19.08789,-79.20957,,,,,,,,,,,,,,,,,
,-19.6515,-77.95989,,,,,,,,,,,,,,,,,
,-19.64866,-77.96325,,,,,,,,,,,,,,,,,
,-18.8517,-79.69354,,,,,,,,,,,,,,,,,
,-18.84803,-79.69356,,,,,,,,,,,,,,,,,
,-18.80851,-79.71256,,,,,,,,,,,,,,,,,
,-18.79975,-79.72226,,,,,,,,,,,,,,,,,
,-18.7933,-79.74368,,,,,,,,,,,,,,,,,
,-18.77323,-79.75547,,,,,,,,,,,,,,,,,
,-18.75356,-79.7643,,,,,,,,,,,,,,,,,
,-18.74392,-79.76891,,,,,,,,,,,,,,,,,
,-19.1712,-79.70701,,,,,,,,,,,,,,,,,
,-19.20235,-79.66084,,,,,,,,,,,,,,,,,
,-19.21935,-79.46761,,,,,,,,,,,,,,,,,
,-18.10686,-79.73761,,,,,,,,,,,,,,,,,
,-18.10047,-79.74356,,,,,,,,,,,,,,,,,
,-17.71355,-79.67564,,,,,,,,,,,,,,,,,
,-17.70065,-79.69862,,,,,,,,,,,,,,,,,
,-17.69806,-79.7035,,,,,,,,,,,,,,,,,
,-17.69568,-79.71295,,,,,,,,,,,,,,,,,
,-17.69483,-79.71686,,,,,,,,,,,,,,,,,
,-17.69353,-79.72103,,,,,,,,,,,,,,,,,
,-17.93352,-79.70684,,,,,,,,,,,,,,,,,
,-18.06355,-79.99967,,,,,,,,,,,,,,,,,
,-18.53223,-79.79677,,,,,,,,,,,,,,,,,
,-18.50821,-79.80935,,,,,,,,,,,,,,,,,
,-18.61288,-78.84285,,,,,,,,,,,,,,,,,
,-18.36856,-79.04233,,,,,,,,,,,,,,,,,
,-18.52654,-79.06973,,,,,,,,,,,,,,,,,
,-18.52413,-79.06969,,,,,,,,,,,,,,,,,
,-19.07618,-79.21621,,,,,,,,,,,,,,,,,
